message;severity;node;stamp;location
"[34m[1mConfiguring waypoint_follower[0m[0m";"20";"lifecycle_manager_navigation";"1748014953.715901176";"./src/lifecycle_manager.cpp:message:568"
"Creating navigator id navigate_through_poses of type nav2_bt_navigator::NavigateThroughPosesNavigator";"20";"bt_navigator";"1748014953.695333086";"./src/bt_navigator.cpp:on_configure:122"
"Creating navigator id navigate_to_pose of type nav2_bt_navigator::NavigateToPoseNavigator";"20";"bt_navigator";"1748014953.627441940";"./src/bt_navigator.cpp:on_configure:122"
"Configuring";"20";"bt_navigator";"1748014953.621133587";"./src/bt_navigator.cpp:on_configure:61"
"[34m[1mConfiguring bt_navigator[0m[0m";"20";"lifecycle_manager_navigation";"1748014953.620852168";"./src/lifecycle_manager.cpp:message:568"
"Configuring wait";"20";"behavior_server";"1748014953.616622013";"./include/nav2_behaviors/timed_behavior.hpp:configure:126"
"Configuring assisted_teleop";"20";"behavior_server";"1748014953.611598359";"./include/nav2_behaviors/timed_behavior.hpp:configure:126"
"Configuring drive_on_heading";"20";"behavior_server";"1748014953.607360864";"./include/nav2_behaviors/timed_behavior.hpp:configure:126"
"Configuring backup";"20";"behavior_server";"1748014953.602325893";"./include/nav2_behaviors/timed_behavior.hpp:configure:126"
"Configuring spin";"20";"behavior_server";"1748014953.595757517";"./include/nav2_behaviors/timed_behavior.hpp:configure:126"
"Creating behavior plugin wait of type nav2_behaviors::Wait";"20";"behavior_server";"1748014953.587270913";"./src/behavior_server.cpp:loadBehaviorPlugins:111"
"Creating behavior plugin assisted_teleop of type nav2_behaviors::AssistedTeleop";"20";"behavior_server";"1748014953.583272558";"./src/behavior_server.cpp:loadBehaviorPlugins:111"
"Creating behavior plugin drive_on_heading of type nav2_behaviors::DriveOnHeading";"20";"behavior_server";"1748014953.581222096";"./src/behavior_server.cpp:loadBehaviorPlugins:111"
"Creating behavior plugin backup of type nav2_behaviors::BackUp";"20";"behavior_server";"1748014953.579774450";"./src/behavior_server.cpp:loadBehaviorPlugins:111"
"Creating behavior plugin spin of type nav2_behaviors::Spin";"20";"behavior_server";"1748014953.577733394";"./src/behavior_server.cpp:loadBehaviorPlugins:111"
"Configuring";"20";"behavior_server";"1748014953.572484150";"./src/behavior_server.cpp:on_configure:83"
"[34m[1mConfiguring behavior_server[0m[0m";"20";"lifecycle_manager_navigation";"1748014953.572236730";"./src/lifecycle_manager.cpp:message:568"
"Planner Server has GridBased  planners available.";"20";"planner_server";"1748014953.565883728";"./src/planner_server.cpp:on_configure:133"
"Configurating plugin  of type NavfnPlanner";"20";"planner_server";"1748014953.564336984";"/root/ff_ws/src/DStar-Trajectory-Planner/src/trajectory_planner_plugin.cpp:configure:92"
"Created global planner plugin GridBased of type dstar_global_planner/DStarGlobalPlanner";"20";"planner_server";"1748014953.564235607";"./src/planner_server.cpp:on_configure:115"
"Initialized plugin \"inflation_layer\"";"20";"global_costmap.global_costmap";"1748014953.548896462";"./src/costmap_2d_ros.cpp:on_configure:200"
"Using plugin \"inflation_layer\"";"20";"global_costmap.global_costmap";"1748014953.548132834";"./src/costmap_2d_ros.cpp:on_configure:179"
"Initialized plugin \"obstacle_layer\"";"20";"global_costmap.global_costmap";"1748014953.548079265";"./src/costmap_2d_ros.cpp:on_configure:200"
"Subscribed to Topics: scan";"20";"global_costmap.global_costmap";"1748014953.544062144";"./plugins/obstacle_layer.cpp:onInitialize:113"
"Using plugin \"obstacle_layer\"";"20";"global_costmap.global_costmap";"1748014953.542964753";"./src/costmap_2d_ros.cpp:on_configure:179"
"Initialized plugin \"static_layer\"";"20";"global_costmap.global_costmap";"1748014953.542894014";"./src/costmap_2d_ros.cpp:on_configure:200"
"Subscribing to the map topic (/map) with transient local durability";"20";"global_costmap.global_costmap";"1748014953.541600073";"./plugins/static_layer.cpp:onInitialize:83"
"Using plugin \"static_layer\"";"20";"global_costmap.global_costmap";"1748014953.536483461";"./src/costmap_2d_ros.cpp:on_configure:179"
"Configuring";"20";"global_costmap.global_costmap";"1748014953.528548029";"./src/costmap_2d_ros.cpp:on_configure:146"
"Configuring";"20";"planner_server";"1748014953.528429664";"./src/planner_server.cpp:on_configure:85"
"[34m[1mConfiguring planner_server[0m[0m";"20";"lifecycle_manager_navigation";"1748014953.528068539";"./src/lifecycle_manager.cpp:message:568"
"Smoother Server has simple_smoother  smoothers available.";"20";"smoother_server";"1748014953.522242189";"./src/nav2_smoother.cpp:loadSmootherPlugins:158"
"Created smoother : simple_smoother of type nav2_smoother::SimpleSmoother";"20";"smoother_server";"1748014953.521534338";"./src/nav2_smoother.cpp:loadSmootherPlugins:139"
"Configuring smoother server";"20";"smoother_server";"1748014953.509804940";"./src/nav2_smoother.cpp:on_configure:68"
"[34m[1mConfiguring smoother_server[0m[0m";"20";"lifecycle_manager_navigation";"1748014953.509438481";"./src/lifecycle_manager.cpp:message:568"
"Controller Server has FollowPath  controllers available.";"20";"controller_server";"1748014953.502830390";"./src/controller_server.cpp:on_configure:219"
"Critic plugin initialized";"20";"controller_server";"1748014953.502775730";"./src/dwb_local_planner.cpp:loadCritics:233"
"Using critic \"GoalDist\" (dwb_critics::GoalDistCritic)";"20";"controller_server";"1748014953.502153607";"./src/dwb_local_planner.cpp:loadCritics:221"
"Critic plugin initialized";"20";"controller_server";"1748014953.501923908";"./src/dwb_local_planner.cpp:loadCritics:233"
"Using critic \"PathDist\" (dwb_critics::PathDistCritic)";"20";"controller_server";"1748014953.501258574";"./src/dwb_local_planner.cpp:loadCritics:221"
"Critic plugin initialized";"20";"controller_server";"1748014953.501006145";"./src/dwb_local_planner.cpp:loadCritics:233"
"Using critic \"PathAlign\" (dwb_critics::PathAlignCritic)";"20";"controller_server";"1748014953.500177539";"./src/dwb_local_planner.cpp:loadCritics:221"
"Critic plugin initialized";"20";"controller_server";"1748014953.499891027";"./src/dwb_local_planner.cpp:loadCritics:233"
"Using critic \"GoalAlign\" (dwb_critics::GoalAlignCritic)";"20";"controller_server";"1748014953.498827803";"./src/dwb_local_planner.cpp:loadCritics:221"
"Critic plugin initialized";"20";"controller_server";"1748014953.498625458";"./src/dwb_local_planner.cpp:loadCritics:233"
"Using critic \"BaseObstacle\" (dwb_critics::BaseObstacleCritic)";"20";"controller_server";"1748014953.498295120";"./src/dwb_local_planner.cpp:loadCritics:221"
"Critic plugin initialized";"20";"controller_server";"1748014953.498073538";"./src/dwb_local_planner.cpp:loadCritics:233"
"Using critic \"Oscillation\" (dwb_critics::OscillationCritic)";"20";"controller_server";"1748014953.497207704";"./src/dwb_local_planner.cpp:loadCritics:221"
"Critic plugin initialized";"20";"controller_server";"1748014953.496970437";"./src/dwb_local_planner.cpp:loadCritics:233"
"Using critic \"RotateToGoal\" (dwb_critics::RotateToGoalCritic)";"20";"controller_server";"1748014953.496124236";"./src/dwb_local_planner.cpp:loadCritics:221"
"Setting transform_tolerance to 0.200000";"20";"controller_server";"1748014953.482330657";"./src/dwb_local_planner.cpp:configure:117"
"Created controller : FollowPath of type dwb_core::DWBLocalPlanner";"20";"controller_server";"1748014953.481055706";"./src/controller_server.cpp:on_configure:199"
"Controller Server has goal_checker  goal checkers available.";"20";"controller_server";"1748014953.472137932";"./src/controller_server.cpp:on_configure:190"
"Created goal checker : goal_checker of type nav2_controller::SimpleGoalChecker";"20";"controller_server";"1748014953.471098163";"./src/controller_server.cpp:on_configure:172"
"Controller Server has progress_checker  progress checkers available.";"20";"controller_server";"1748014953.469854116";"./src/controller_server.cpp:on_configure:163"
"Created progress_checker : progress_checker of type nav2_controller::SimpleProgressChecker";"20";"controller_server";"1748014953.469410427";"./src/controller_server.cpp:on_configure:145"
"Initialized plugin \"inflation_layer\"";"20";"local_costmap.local_costmap";"1748014953.449505916";"./src/costmap_2d_ros.cpp:on_configure:200"
"Using plugin \"inflation_layer\"";"20";"local_costmap.local_costmap";"1748014953.448447488";"./src/costmap_2d_ros.cpp:on_configure:179"
"Initialized plugin \"voxel_layer\"";"20";"local_costmap.local_costmap";"1748014953.448378774";"./src/costmap_2d_ros.cpp:on_configure:200"
"Subscribed to Topics: scan";"20";"local_costmap.local_costmap";"1748014953.438216895";"./plugins/obstacle_layer.cpp:onInitialize:113"
"Using plugin \"voxel_layer\"";"20";"local_costmap.local_costmap";"1748014953.432990587";"./src/costmap_2d_ros.cpp:on_configure:179"
"Configuring";"20";"local_costmap.local_costmap";"1748014953.425035547";"./src/costmap_2d_ros.cpp:on_configure:146"
"Controller frequency set to 20.0000Hz";"20";"controller_server";"1748014953.424914818";"./src/controller_server.cpp:on_configure:128"
"getting goal checker plugins..";"20";"controller_server";"1748014953.424222642";"./src/controller_server.cpp:on_configure:101"
"getting progress checker plugins..";"20";"controller_server";"1748014953.424031036";"./src/controller_server.cpp:on_configure:91"
"Configuring controller interface";"20";"controller_server";"1748014953.423991776";"./src/controller_server.cpp:on_configure:89"
"[34m[1mConfiguring controller_server[0m[0m";"20";"lifecycle_manager_navigation";"1748014953.423749099";"./src/lifecycle_manager.cpp:message:568"
"[34m[1mStarting managed nodes bringup...[0m[0m";"20";"lifecycle_manager_navigation";"1748014953.423670392";"./src/lifecycle_manager.cpp:message:568"
"
	behavior_server lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"behavior_server";"1748014953.211412116";"./src/lifecycle_node.cpp:printLifecycleNodeNotification:159"
"Creating Costmap";"20";"local_costmap.local_costmap";"1748014953.219026283";"./src/costmap_2d_ros.cpp:init:110"
"
	local_costmap lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"local_costmap.local_costmap";"1748014953.217458198";"./src/lifecycle_node.cpp:printLifecycleNodeNotification:159"
"[34m[1mCreating and initializing lifecycle service clients[0m[0m";"20";"lifecycle_manager_navigation";"1748014953.195614807";"./src/lifecycle_manager.cpp:message:568"
"Creating";"20";"lifecycle_manager_navigation";"1748014953.188454542";"./src/lifecycle_manager.cpp:LifecycleManager:38"
"Creating";"20";"bt_navigator";"1748014953.210456302";"./src/bt_navigator.cpp:BtNavigator:40"
"
	bt_navigator lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"bt_navigator";"1748014953.204097280";"./src/lifecycle_node.cpp:printLifecycleNodeNotification:159"
"Creating smoother server";"20";"smoother_server";"1748014953.213618483";"./src/nav2_smoother.cpp:SmootherServer:41"
"
	smoother_server lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"smoother_server";"1748014953.203925857";"./src/lifecycle_node.cpp:printLifecycleNodeNotification:159"
"Creating Costmap";"20";"global_costmap.global_costmap";"1748014953.210434015";"./src/costmap_2d_ros.cpp:init:110"
"
	global_costmap lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"global_costmap.global_costmap";"1748014953.204540277";"./src/lifecycle_node.cpp:printLifecycleNodeNotification:159"
"Creating controller server";"20";"controller_server";"1748014953.202537563";"./src/controller_server.cpp:ControllerServer:50"
"Creating";"20";"waypoint_follower";"1748014953.194535696";"./src/waypoint_follower.cpp:WaypointFollower:35"
"
	waypoint_follower lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"waypoint_follower";"1748014953.192464531";"./src/lifecycle_node.cpp:printLifecycleNodeNotification:159"
"
	controller_server lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"controller_server";"1748014953.183254379";"./src/lifecycle_node.cpp:printLifecycleNodeNotification:159"
"Creating";"20";"planner_server";"1748014953.182512312";"./src/planner_server.cpp:PlannerServer:51"
"
	planner_server lifecycle node launched. 
	Waiting on external lifecycle transitions to activate
	See https://design.ros2.org/articles/node_lifecycle.html for more information.";"20";"planner_server";"1748014953.174421545";"./src/lifecycle_node.cpp:printLifecycleNodeNotification:159"
"Entity creation successful.";"20";"ros_gz_sim";"1748014938.903313420";"./src/create.cpp:main:267"
"Waiting messages on topic [/robot_description].";"20";"ros_gz_sim";"1748014938.897942538";"./src/create.cpp:set_XML_from_topic:80"
"Starting LiftManager";"20";"rmf_simulation_lift_manager";"1748014938.686818657";"/root/ff_ws/src/rmf/rmf_simulation/rmf_building_sim_gz_plugins/src/lift.cpp:Configure:506"
"Loading DoorManager";"20";"rmf_simulation_door_manager";"1748014938.675454338";"/root/ff_ws/src/rmf/rmf_simulation/rmf_building_sim_gz_plugins/src/door.cpp:Configure:180"
"Stereo is NOT SUPPORTED";"20";"rviz2";"1748014938.337400929";"./src/main.cpp:operator():77"
"OpenGl version: 4.6 (GLSL 4.6)";"20";"rviz2";"1748014938.324464267";"./src/main.cpp:operator():77"
"Stereo is NOT SUPPORTED";"20";"rviz2";"1748014938.324364969";"./src/main.cpp:operator():77"
"Creating ROS->GZ Bridge: [/imu/data (sensor_msgs/msg/Imu) -> /imu/data (gz.msgs.IMU)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.232523757";"./src/ros_gz_bridge.cpp:add_bridge:105"
"Creating GZ->ROS Bridge: [/imu/data (gz.msgs.IMU) -> /imu/data (sensor_msgs/msg/Imu)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.231558688";"./src/ros_gz_bridge.cpp:add_bridge:90"
"Creating ROS->GZ Bridge: [/scan (sensor_msgs/msg/LaserScan) -> /scan (gz.msgs.LaserScan)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.231019465";"./src/ros_gz_bridge.cpp:add_bridge:105"
"Creating GZ->ROS Bridge: [/scan (gz.msgs.LaserScan) -> /scan (sensor_msgs/msg/LaserScan)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.230406668";"./src/ros_gz_bridge.cpp:add_bridge:90"
"Creating GZ->ROS Bridge: [/joint_states (gz.msgs.Model) -> /joint_states (sensor_msgs/msg/JointState)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.228860182";"./src/ros_gz_bridge.cpp:add_bridge:90"
"Creating GZ->ROS Bridge: [/tf (ignition.msgs.Pose_V) -> /tf (tf2_msgs/msg/TFMessage)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.227242401";"./src/ros_gz_bridge.cpp:add_bridge:90"
"Creating ROS->GZ Bridge: [/odometry/wheels (nav_msgs/msg/Odometry) -> /odometry/wheels (ignition.msgs.Odometry)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.226535029";"./src/ros_gz_bridge.cpp:add_bridge:105"
"Creating GZ->ROS Bridge: [/odometry/wheels (ignition.msgs.Odometry) -> /odometry/wheels (nav_msgs/msg/Odometry)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.224977964";"./src/ros_gz_bridge.cpp:add_bridge:90"
"Creating GZ->ROS Bridge: [/clock (ignition.msgs.Clock) -> /clock (rosgraph_msgs/msg/Clock)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.224312185";"./src/ros_gz_bridge.cpp:add_bridge:90"
"Creating ROS->GZ Bridge: [/cmd_vel (geometry_msgs/msg/Twist) -> /cmd_vel (ignition.msgs.Twist)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.223855257";"./src/ros_gz_bridge.cpp:add_bridge:105"
"Creating GZ->ROS Bridge: [/cmd_vel (ignition.msgs.Twist) -> /cmd_vel (geometry_msgs/msg/Twist)] (Lazy 0)";"20";"ros_gz_bridge";"1748014938.222896586";"./src/ros_gz_bridge.cpp:add_bridge:90"
"Requesting list of world names.";"20";"ros_gz_sim";"1748014938.206151116";"./src/create.cpp:main:159"
"Robot initialized";"20";"robot_state_publisher";"1748014938.201293014";"./src/robot_state_publisher.cpp:setupURDF:215"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014921.256393099";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014921.256295157";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014921.156168477";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014921.156066896";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014921.055837325";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014921.055735254";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.955498271";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.955393868";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.855164306";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.855055373";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.754822662";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.754708180";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.654487866";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.654383778";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.554156230";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.554051578";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.453816710";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.453710601";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.353481750";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.353374204";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.253111948";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.252992744";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.152872660";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.152772047";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014920.052656845";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014920.052533431";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.952306309";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.952203441";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.851958961";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.851848400";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.751602313";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.751496235";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.651261226";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.651127392";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.550883391";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.550775613";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.450608960";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.450483035";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.350255792";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.350155629";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.249920927";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.249814351";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.149701543";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.149593876";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014919.049351311";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014919.049205689";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.948954237";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.948822980";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.848589230";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.848472768";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.748218137";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.748117037";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.647975850";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.647868743";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.547636536";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.547493522";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.447250703";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.447140609";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.346906284";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.346792688";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.246669326";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
